entry	PH	PHC	PHR	EH	EHC	EHR	DT	DTC	DTR	YP	YPC	YPR	Yrad	YCrad	YRrad
5_3	228.1449	237.5655	218.7243	115.8368	126.3348	105.3388	79.2924	70.8472	87.7376	22.0003	31.2092	12.7914	4.2575	5.2759	3.2391
5_34	143.7901	150.1463	137.4339	67.4408	67.7507	67.1309	69.8198	56.1118	83.5278	42.9946	43.5937	42.3955	6.4943	6.5466	6.442
5_41	149.2014	154.7915	143.6113	82.0759	86.2913	77.8605	76.3844	66.4148	86.354	83.3194	84.6304	82.0084	9.0969	9.1652	9.0286
5_42	141.5967	139.3726	143.8208	59.6735	61.68144	57.66556	72.2687	59.1624	85.375	30.1544	36.9915	23.3173	5.3618	6.0528	4.6708
5_47	157.1773	161.6949	152.6597	81.0759	85.2913	76.8605	77.6786	67.9281	87.4291	26.114	32.7965	19.4315	4.9443	5.6651	4.2235
5_66	186.7983	187.179	186.4176	113.2898	116.1467	110.4329	77.3521	66.5346	88.1696	84.0321	94.9397	73.1245	9.1154	9.7575	8.4733
6_11	153.3305	158.3077	148.3533	78.0319	84.1151	71.9487	79.9184	69.6279	90.2089	13.2965	20.2309	6.3621	3.2872	4.4415	2.1329
6_19	155.6288	167.5009	143.7567	75.8116	91.2338	60.3894	81.3047	69.0264	93.583	27.0184	40.0156	14.0212	4.6078	5.9517	3.2639
6_22	182.6614	170.6313	194.6915	82.8938	75.5627	90.2249	78.9307	67.0617	90.7997	31.3891	30.5377	32.2405	5.595	5.5759	5.6141
6_24	106.82	108.2732	105.3668	58.0319	64.1151	51.9487	77.903	68.2941	87.5119	35.1299	52.0113	18.2485	5.4298	7.0969	3.7627
6_31	178.7741	178.0822	179.466	96.2146	86.8459	105.5833	77.5696	68.3879	86.7513	41.8319	34.7505	48.9133	6.3951	5.8297	6.9605
6_33	176.4514	186.7913	166.1115	84.9437	94.7625	75.1249	78.6602	68.1385	89.1819	40.7136	66.6588	14.7684	5.3808	7.8854	2.8762
6_35	191.5804	201.3074	181.8534	125.7363	128.9328	122.5398	78.6393	67.1592	90.1194	32.3657	38.3637	26.3677	5.5763	6.1557	4.9969
6_36	138.3547	144.4045	132.3049	54.9061	58.6121	51.2001	76.1353	64.4258	87.8448	14.0314	21.1264	6.9364	3.4129	4.5591	2.2667
6_4	196.5967	194.3726	198.8208	106.0131	109.0398	102.9864	79.0174	67.052	90.9828	29.3186	42.0251	16.6121	4.9944	6.4042	3.5846
6_50	190.7901	197.1463	184.4339	109.8809	118.5111	101.2507	80.3379	68.7364	91.9394	50.2884	64.7747	35.8021	6.908	8.0062	5.8098
6_59	166.177	189.6937	142.6603	90.5601	101.2279	79.8923	71.8717	58.4024	85.341	32.1765	28.5788	35.7742	5.5801	5.2382	5.922
6_66	167.2338	167.9209	166.5467	62.6547	61.6062	63.7032	79.3901	71.0109	87.7693	18.4673	26.1473	10.7873	3.933	5.0013	2.8647
6_7	196.3949	210.5653	182.2245	104.6735	106.68144	102.66556	79.5615	68.15135	90.97165	64.9509	57.5852	72.3166	8.0402	7.5786	8.5018
6_70	167.5804	177.3074	157.8534	93.6041	102.4041	84.8041	81.6579	72.6619	90.6539	26.1816	16.5517	35.8115	4.9833	4.0362	5.9304
6_9	192.6451	192.5661	192.7241	102.1829	105.7191	98.6467	76.5054	65.09808	87.91272	35.0977	48.904	21.2914	5.5593	6.8225	4.2961
7_13	128.5082	116.0184	140.998	82.9755	79.8894	86.0616	83.063	74.5801	91.5459	14.583	12.5122	16.6538	3.7959	3.5954	3.9964
7_17	173.6934	175.7595	171.6273	118.2205	127.8695	108.5715	82.2631	73.8121	90.7141	23.6962	19.117	28.2754	4.7271	4.2944	5.1598
7_20	179.8868	190.5331	169.2405	96.0066	107.014	84.9992	73.0428	61.1308	84.9548	26.4806	37.2949	15.6663	4.8185	6.014	3.623
7_3	112.4435	109.7598	115.1272	71.3151	69.2478	73.3824	79.037	65.6988	92.3752	39.1096	32.5022	45.717	6.2222	5.7208	6.7236
7_33	143.7339	134.9214	152.5464	69.4913	59.9528	79.0298	76.6215	61.4394	91.8036	17.0161	23.9901	10.0421	3.8341	4.7244	2.9438
7_38	137.3386	136.3403	138.3369	80.1453	77.5686	82.722	78.542	67.09839	89.98561	88.285	75.6254	100.9446	9.3268	8.6338	10.0198
7_47	175.3063	179.211	171.4016	91.6294	95.5052	87.7536	75.0414	64.0745	86.0083	61.8228	69.7655	53.8801	7.7916	8.3334	7.2498
7_50	76.81	84.2387	69.3813	37.4155	42.6497	32.1813	73.2191	59.9995	86.4387	10.8695	7.9644	13.7746	3.3474	3.049	3.6458
7_53	180.1289	182.5014	177.7564	88.8433	91.3606	86.326	79.2886	70.0787	88.4985	33.499	30.5689	36.4291	5.6977	5.4261	5.9693
7_54	241.7202	249.2	234.2404	112.3967	114.5744	110.219	79.5812	69.2362	89.9262	36.208	30.4523	41.9637	5.9386	5.456	6.4212
7_55	211.7741	211.0822	212.466	94.5853	100.3289	88.8417	79.9279	70.3657	89.4901	96.8155	79.4361	114.1949	9.7291	8.7896	10.6686
7_6	162.8708	166.4691	159.2725	89.969	94.8636	85.0744	77.9749	68.3243	87.6255	67.9494	67.0715	68.8273	8.2325	8.1826	8.2824
7_65	171.2096	170.8242	171.595	87.9502	89.7883	86.1121	73.5814	59.8233	87.3395	56.6245	49.0055	64.2435	7.4646	6.9325	7.9967
7_69	218.1449	227.5655	208.7243	125.2581	141.0199	109.4963	78.611	69.6024	87.6196	89.4166	80.546	98.2872	9.3726	8.8349	9.9103
7_70	225.2903	222.1469	228.4337	133.5477	133.1784	133.917	79.6064	68.9238	90.289	53.5984	29.4566	77.7402	6.915	5.1394	8.6906
8_11	207.6692	208.6627	206.6757	124.3779	123.4992	125.2566	74.5855	64.0626	85.1084	63.9484	61.5907	66.3061	7.9791	7.8576	8.1006
8_2	191.9192	197.6625	186.1759	113.0066	124.014	101.9992	79.9673	70.3788	89.5558	49.8463	42.1336	57.559	7.0145	6.4774	7.5516
8_37	150.2661	146.0502	154.482	78.1958	65.7707	90.6209	73.4336	61.8882	84.979	16.7925	20.4649	13.1201	3.8032	4.3908	3.2156
8_38	195.9675	203.8559	188.0791	108.5665	111.2536	105.8794	80.0656	68.9299	91.2013	114.5983	95.3134	133.8832	10.6163	9.6835	11.5491
8_43	159.387	160.5338	158.2402	93.7804	95.1091	92.4517	79.5189	67.9652	91.0726	81.3296	84.0116	78.6476	9.0098	9.17332	8.84628
8_5	133.8845	121.1905	146.5785	59.8791	53.1706	66.5876	74.5109	60.6014	88.4204	39.505	45.6039	33.4061	6.1665	6.7411	5.5919
8_51	219.8466	222.3723	217.3209	109.0383	107.1408	110.9358	70.4082	57.2308	83.5856	80.2921	84.0377	76.5465	8.9249	9.13841	8.71139
8_52	141.3547	147.4045	135.3049	68.8368	79.3348	58.3388	78.0754	67.0795	89.0713	38.4698	22.7931	54.1465	5.9478	4.6207	7.2749
8_55	122.9675	130.8559	115.0791	67.6482	74.5804	60.716	77.6879	67.2221	88.1537	32.5231	33.1725	31.8737	5.6394	5.76778	5.51102
8_58	178.7578	190.017	167.4986	76.1324	89.517	62.7478	75.9379	68.104	83.7718	21.6055	21.2829	21.9281	4.5965	4.6228	4.5702
8_66	161.1371	157.5341	164.7401	89.0507	98.1903	79.9111	75.7926	66.1018	85.4834	40.6584	49.3047	32.0121	6.2426	6.9709	5.5143
8_69	172.024	176.0819	167.9661	98.7551	105.0081	92.5021	75.9316	66.4494	85.4138	58.5742	53.3883	63.7601	7.5978	7.2516	7.944
8_73	165.1612	162.6307	167.6917	73.4849	71.927	75.0428	69.6394	56.767	82.5118	80.4218	80.5394	80.3042	8.9539	8.9696	8.9382
8_75	208.3707	221.4685	195.2729	115.969	120.8636	111.0744	79.9057	70.3122	89.4992	71.261	75.3619	67.1601	8.3517	8.62513	8.07827
8_78	216.1129	211.4373	220.7885	90.6547	89.6062	91.7032	78.584	67.31212	89.85588	62.4733	57.5297	67.4169	7.8159	7.478	8.1538
9_10	190.9515	191.7918	190.1112	90.919	78.6637	103.1743	73.7461	61.5391	85.9531	100.4902	90.2413	110.7391	9.998	9.4816	10.5144
9_21	186.9838	182.9211	191.0465	84.0007	75.9904	92.011	77.2797	67.2348	87.3246	38.6496	28.8527	48.4465	6.0886	5.2815	6.8957
9_23	205.9515	206.7918	205.1112	89.8873	90.5368	89.2378	79.7141	68.40152	91.02668	75.6106	80.5584	70.6628	8.6653	8.9646	8.366
9_24	172.2579	174.0175	170.4983	74.6735	76.68144	72.66556	73.7271	60.8645	86.5897	43.3921	41.1931	45.5911	6.562	6.4	6.724
9_28	186.0966	193.3721	178.8211	103.7551	110.0081	97.5021	80.352	69.0894	91.6146	64.6301	51.1541	78.1061	7.9094	7.0166	8.8022
9_52	156.7741	156.0822	157.466	82.3967	84.5744	80.219	69.8884	57.8484	81.9284	61.5154	74.7875	48.2433	7.7216	8.6392	6.804
9_53	140.2661	136.0502	144.482	81.8685	79.4616	84.2754	74.6632	63.27754	86.04886	45.102	45.6883	44.5157	6.6772	6.77449	6.57991
9_54	201.7741	201.0822	202.466	112.0571	113.216	110.8982	76.991	67.5718	86.4102	25.5444	24.1256	26.9632	5.0397	4.9612	5.1182
9_56	228.4514	238.7913	218.1115	121.0131	124.0398	117.9864	80.1751	69.162	91.1882	51.3142	38.7397	63.8887	7.0163	6.0718	7.9608
9_65	196.1773	200.6949	191.6597	104.6735	106.68144	102.66556	77.4878	68.9828	85.9928	23.813	27.0555	20.5705	4.8054	5.2082	4.4026
9_67	169.8466	172.3723	167.3209	104.6735	106.68144	102.66556	79.4627	69.4883	89.4371	8.4235	10.7438	6.1032	2.7811	3.3211	2.2411
9_69	236.6611	243.6302	229.692	90.4155	95.6497	85.1813	69.6471	56.7116	82.5826	68.1791	74.5066	61.8516	8.2263	8.6529	7.7997
9_70	187.9032	186.5984	189.208	115.4661	110.8518	120.0804	77.8782	68.4031	87.3533	81.8181	65.8317	97.8045	8.9632	8.0614	9.865
9_71	150.7336	160.9203	140.5469	70.4408	70.7507	70.1309	74.4431	67.5768	81.3094	29.62611	29.84081	29.41141	5.3662	5.3872	5.3452
9_9	167.6451	167.5661	167.7241	90.6547	89.6062	91.7032	77.4316	65.9115	88.9517	21.6866	25.554	17.8192	4.2829	4.6144	3.9514
A632	183.6105167	186.9278833	180.29315	98.42811667	102.7001	94.15613333	76.48333333	64.66666667	88.3	75.63691667	82.58348333	68.69035	8.518033333	8.885616667	8.15045
B73	192.5151667	190.5464667	194.4838667	102.2202833	103.3131833	101.1273833	78.05	67.5	88.6	87.9724	78.90141667	97.04338333	9.1995	8.651428333	9.747571667
B96	209.5	202.9858	216.0142	122.12	124.4675	119.7725	81.5	71	92	29.6137	37.4768	21.7506	5.1813	5.8964	4.4662
CML91	155.55352	166.19986	144.90718	79.62922	92.50442	66.75402	NA	NA	NA	50.655	54.80554	46.50446	7.01774	7.3472886	6.688192
F7	107.2263833	107.224	107.2287667	51.29158333	51.93166667	50.6515	69.9	54.8	85	18.2482	20.53501667	15.96138333	3.9443	4.442033333	3.446566667
H99	125.0421667	114.7656	135.3187333	53.79773333	45.40065	62.19481667	72.14393939	59.83333333	84.45454545	18.24795	21.61811667	14.87778333	3.993083333	4.5413	3.444866667
HP301	160.59535	160.4227167	160.7679833	99.39595	105.4602667	93.33163333	83.40909091	74	92.81818182	16.90535	17.4785	16.3322	3.976425	4.194898333	3.757951667
Mo17	181.2628833	182.5373167	179.98845	99.34891667	97.77216667	100.9256667	78.23484848	67.83333333	88.63636364	25.94605	18.39096667	33.50113333	4.941228333	4.233928333	5.648528333
W153R	143.4984667	150.6463	136.3506333	66.22933333	69.29381667	63.16485	70.5625	55.5	85.625	57.27018333	51.80008333	62.74028333	7.450183333	7.05648	7.843886667
